pair_id,brand_left,title_left,description_left,price_left,priceCurrency_left,brand_right,title_right,description_right,price_right,priceCurrency_right,label
p0185,HIKVISION,8CH HIKVISION 4MP DVR HDMI TURBO 1080P DS-7208HQHI-K1,8CH HIKVISION 4MP DVR HDMI TURBO 1080P DS-7208HQHI-K1,0.00,GBP,,Epson Blekk T9454 XL Yellow,"DURABrite Pro, inntil 5000 sider, for WorkForce Pro 52XX/57XX",995.00,NOK,0
p0186,,Sandisk Extreme Pro Sd Reader/Writer,MAXIMIZE WORKFLOW EFFICIENCY The SanDisk Extreme PRO SDTM UHS-II Card Reader/Writer is designed to increase workflow efficiency for professional photographers and videographers. Small enough for fieldwork the compact reader is built to handle the high-performance demands of UHS-II card technology and offers support for fast transfer speeds. With a USB 3.0 interface (and backwards-compatible with USB 2.0) the SanDisk Extreme PRO SD UHS-II reader/writer is your best choice for performance and efficiency when paired with a SD UHS-II memory card. SUPPORT FOR SUPER-FAST SD UHS-II CARD TRANSFER SPEEDS The SanDisk Extreme PRO SD UHS-II Card Reader moves content fast to expedite your post-production work flow. COMPATIBILITY Compatible with UHS-II and USB 3.0 backwards-compatible with UHS-I and non-UHS SD cards and USB 2.0. COMPACT SD CARD READER The small size of the SanDisk Extreme PRO SD UHS-II Card Reader makes it perfect for fieldwork and on-location shoots.,6.295E1,NZD,SanDisk,SanDisk Extreme PRO SD UHS-II Card Reader/Writer,Designed for use with high-performance SD UHS-II memory cards. USB 3.0 interface for transfer speeds up to 500MB/s. USB 3.0 interface downloads up to 10 times faster than USB 2.0 interface. Built for productivity and workflow efficiency. Built for productivity and workflow efficiency. Backward compatible with USB 2.0,36.00,SGD,1
p0187,,Epson Stylus Pro 7800/7880/9800/9880 - LIGHT BLACK,Epson Ultrachrome Inks for Stylus Pro 7800/7880/9800/9880 220mlEpson LIGHT BLACK220MLAVAILABILITYIN STOCK,87,EUR,,"Epson T603700 Light Black Ink 220ml UltraChrome for SP 7800, 7880 & 9800, 9880",,169.00,CAD,1
p0188,,Western Digital WD Blue SN550 1TB NVMe SSD,,189.00,AUD,OKI,OKI Toner Cartridge C5650/C5750 Yellow 2k,,9.9E2,SEK,0
p0189,Znaka: Originln,Originln toner KYOCERA TK-3100 (ern),Originln spotebn materil pro tiskrny KYOCERA,2499,CZK,New Era,NEW YORK YANKEES LEAGUE BASIC 9FORTY MARINE BLANC,"NEW ERA10531939New EraNew York Yankees League Basic 9Forty Marine Blanc- Casquettes en Coton, Coloris Marine Et Blanc",25,EUR,0
p0190,,Shimano SM-CN900-11 Quick-Link Master Link - 2 Pack,"Shimano SM-CN900-11 Quick-Link master link - easy to useThe Shimano Quick-Link Chain Lock SM-CN900-11 is compatible with Shimano 11-speed chains as long as they are not held together with a chain pin but with a master link. It means greater flexibility, ease of installation and maintenance. This allows the chain to be repaired quickly and without tools on the go.SPECIFICATIONSType: HG 11-speedClosure Type: Quick-LinkPin Type: chromium-plated, solidCompatibility:- Shimano 11-speed Quick-Link chainsFeatures:- outer plate nickel-plated- non-reusableManufacturer Part Number:I-SMCN90011AContents:- 2 x Shimano SM-CN900-11 Quick-Link master linkWeight17g approx.FAQIs the Shimano Quick-Link 11 speed compatible with 10 speed?No, the Shimano Quick-Link 11 speed is suitable for 11 speed only.I am replacing my chain, can I re-use the Shimano Quick-Link 11 speed from my old chain?No, the Shimano Quick-Link 11 speed is non-reusable and should be used on one chain only.Do I need tools to assemble the Shimano Quick-Link 11 speed?A: No the Shimano Quick-Link 11 speed has easy connect that is tool-free.","11,00",EUR,,GEFORCE RTX 2080TI GAMING X TRIO,VGA MSI RTX 2080Ti GAMING X TRIO*6965,,,0
p0191,Corsair,Corsair Vengeance LPX 32 GB - PC4-21300 - DIMM,"32GB (2x16GB) DDR4, 2666 Mhz, C16",189.00,EUR,,Corsair Vengeance LPX LPX 16GB DDR4 3200MHz geheugenmodule,"Designed for high-performance overclocking on Intel 100 Series motherboardsVengeance LPX memory is designed for high-performance overclocking. The heatspreader is made of pure aluminum for faster heat dissipation, and the eight-layer PCB helps manage heat and provides superior overclocking headroom. Each IC is individually screened for performance potential.The DDR4 form factor is optimized for the latest Intel 100 Series motherboards and offers higher frequencies, greater bandwidth, and lower power consumption than DDR3 modules. Vengeance LPX DDR4 modules are compatibility-tested across 100 Series motherboards for reliably fast performance. There’s XMP 2.0 support for trouble-free automatic overclocking. And, they’re available in multiple colors to match your motherboard, your components, or just your style.FeaturesCompatibility tested across 100 Series motherboards for reliably fast performancePart of our exhaustive testing process includes performance and compatibility testing on most every 100 Series motherboard on the market – and a few that aren’t.Designed for high-performance overclockingEach Vengeance LPX module is built from an eight-layer PCB and highly-screened memory ICs. The efficient heat spreader provides effective cooling to improve overclocking potential.Pure aluminum heat spreader for faster heat dissipation and cooler operationOverclocking overhead is limited by operating temperature. The unique design of the Vengeance LPX heat spreader optimally pulls heat away from the ICs and into your system’s cooling path, so you can push it harder.The heat spreader doesn’t just allow Vengeance LPX to run better… the aggressive yet refined form factor looks great in showcase systems.XMP 2.0 support for trouble-free, automatic overclockingManually pushing your DRAM frequency can be a fun experiment, but sometimes you just want to get maximum performance without the hassle.Intel 100 Series-based motherboards support the new XMP 2.0 standard, and Vengeance LPX DRAM does, too. Turn it on, and it will automatically adjust to the fastest safe speed for your Vengeance LPX kit. You’ll get amazing, reliable performance without lockups or other strange behavior.Low-profile design fits in smaller spacesWhen the first Mini-ITX and Micro ATX motherboards for DDR4 are released, Vengeance LPX will be ready. The small form factor makes it ideal for smaller cases or any system where internal space is at a premium.Available in multiple colors to match your motherboard or your systemThe best high-performance systems look as good as they run. Vengeance LPX is available in several colors to match your motherboard, your other components, your case… or just your favorite color.Designed for Enthusiasts. Backed by Corsair.World-famous reliability and performanceThere's a reason why world-champion overclockers, extreme gaming enthusiasts and high-end system builders all trust Corsair for high-performance memory that they can install with confidence and pride. Whether you're breaking your own records or you're simply building a dream gaming rig, you can count on Corsair memory.Lifetime limited warrantyYour performance investment is protected. All of our memory products are backed by a limited lifetime warranty.The Corsair AdvantageWith a long history of building enthusiast-grade memory and components, we've earned a reputation for quality, compatibility, and performance. Need help? We're available by phone call, email or web forum.",7.595E1,EUR,0
p0192,,MOQ25 16GB USB 3.0 DATATRAVELER,100 G3 CANADA RETAIL,14.99,CAD,,Kingston G3 16 Go USB 3.0,"Kingston Technology DataTraveler 100 Generation 3 16GB, 16 Go, 3.0 (3.1 Gen 1), Connecteur USB Type-A, 40 Mo/s, Slide, Noir","4,50 €",EUR,1
p0193,D’Addario,D'Addario EJ17 Medium Guage 13-56,,9.0,USD,DAddario,DAddario EJ17 Phosphor Bronze Acoustic Strings 13-56,"EJ17 is a medium Phosphor Bronze set that offers heavier gauges for increased volume and projection. The increased tension makes them ideal for drop or altered tunings as well. Since D'Addario introduced Phosphor Bronze guitar strings in 1974, they have been synonymous with warm and well-balanced acoustic tone.Pioneered in 1974 and still revered today, Phosphor Bronze has become synonymous with warm, well-balanced acoustic tone. D'Addario Phosphor Bronze strings are precision wound with corrosion-resistant phosphor bronze onto a carefully drawn, hexagonally shaped, high carbon steel core. The result is long-lasting, bright sounding tone with excellent intonation.Gauges .013 .017 .026 .035 .045 .056Features+Mediumset+Ideal for: All genresDetailsSKU:EJ17",19.99,AUD,1
p0194,,Toner canon 054 cian lbp622 mf641,Toner canon 054 cian lbp622 -mf641 -mf644 -lbp621 -lbp623 -mf641 -mf643 -mf645,"72,47€",EUR,,Toner canon 054 magenta lbp622 mf641,Toner canon 054 magenta lbp622 -mf641 -mf644 -lbp621 -lbp623 -mf641 -mf643 -mf645,"72,47€",EUR,1
p0195,Canon,Canon Tusz PG-40/CL-41 MULTI PACK 0615B043,Canon Tusz PG-40/CL-41 MULTI PACK 0615B043,207.98,PLN,RAM-Mounts,"RAM-Mounts Base with 1\"" Ball / Verbinder RAM-B-202U",,14.573109,EUR,0
p0196,,ASUS TUF X470 Plus Gaming with Aura Sync RGB LED lighting AM4 DDR4 HDMI DVI M.2 ATX Motherboard,"AMD Ryzen 2 AM4 and 7th generation Athlon processors to maximize connectivity and speed with dual NVMe M.2, USB 3.1 Gen2 and gigabit LAN Military-grade TUF components like TUF LANGuard, TUF Chokes, TUF Capacitors, and TUF MOSFETs maximize durability Gamer’s Guardian with SafeSlot and Fan Xpert 4 Core provides hardware-level safeguards for maximum performance with dynamic system cooling Unmatched personalization with ASUS exclusive Aura Sync RGB lighting and additional RGB header 3-Year Warranty for guaranteed reliability built on military-grade engineering",81.32,OMR,,Kingston 4GB DDR3 1600MHz Single Rank,"DDR3, 4GB, 1600MHz, CL11, Single Rank",8270,HUF,0
p0197,Dymo,Dymo 12mm Black On White Polyester D1 Tape (16959),Dymo S0718060 from The Dymo Shop. 16959 Black On White Polyester Tape - White- 12mm.,11.94,GBP,,ASUS TUF Gaming M5 Mouse (P304) (Warranty 2years with Local Distributor BanLeong),Warranty : 2 Years with Local Distributor - Ban Leong,47.00,SGD,0
p0198,,Western Digital Blue SSD 3D 2TB 2.5 (WDS200T2B0A),,,,,"Western Digital Blue PC 2.5\"" 250 GB Serial ATA III","250 GB, 2.5\"", SATA 6Gb/s, 540/500 MB/s",62.436001,EUR,0
p0199,,Original Epson T7012 XXL Cyan Ink Cartridge,Original Epson T7012 XXL Cyan Ink Cartridge,67.47,GBP,Epson,Epson UltraChrome T5805 Ink Cartridge - Light Cyan,Inkjet,55.07,GBP,0
p0200,,SanDisk Ultra Flair 32GB USB 3.0 Pen Drive,"SANDISK ULTRA FLAIR USB 3.0 FLASH DRIVESPEED MEETS STYLEThe SanDisk Ultra Flair USB 3.0 flash drive moves your files fast. Spend less time waiting to transfer files and enjoy high-speed USB 3.0 performance of up to 150MB/s. Its durable and sleek metal casing is tough enough to handle knocks with style. And, with password protection, you can rest assured that your private files stay private. Store your files in style with the SanDisk Ultra Flair USB 3.0 flash drive.FLY THROUGH FILE TRANSFERSExperience high-speed USB 3.0 performance of up to 150MB/s with the SanDisk Ultra Flair USB 3.0 flash drive. Transfer files faster than standard USB 2.0 drives.STYLISH AND TOUGHWith a durable metal case, the SanDisk Ultra Flair USB 3.0 flash drive is both sleek and ready to handle unexpected knocks.PASSWORD-PROTECT YOUR FILESShare your movies or music, but rest assured that private files can stay private. Easy-to-use password protection lets you limit who sees certain files.RescuePROThe card comes with a RescuePRO Deluxe data recovery software download offer6. This software makes it easy to recover files that have been accidentally deleted (download required).PASSWORD PROTECT YOUR FILESSanDisk SecureAccess software allows you to create a password-protected folder on your drive to store your private data.",613.6,INR,SanDisk,SanDisk Ultra Dual Drive M3.0,,283,DKK,0
